sample_id,session_id,split,beam_layer,distance_m,velocity_mps,true_range_index,true_velocity_index,mat_path,H_global_velocity_index,H_global_range_index,H_global_velocity_offset,H_global_range_offset,H_global_peak_db,H_local_velocity_index,H_local_range_index,H_local_velocity_offset,H_local_range_offset,H_local_abs_velocity_offset,H_local_abs_range_offset,H_local_peak_db,H_label_db,H_local_peak_minus_label_db,V_global_velocity_index,V_global_range_index,V_global_velocity_offset,V_global_range_offset,V_global_peak_db,V_local_velocity_index,V_local_range_index,V_local_velocity_offset,V_local_range_offset,V_local_abs_velocity_offset,V_local_abs_range_offset,V_local_peak_db,V_label_db,V_local_peak_minus_label_db,H_minus_V_local_range_index,H_minus_V_local_velocity_index,H_minus_V_local_peak_db,distance_bin,velocity_bin
20260202_144735_beam1,20260202_144735,train,1,2160.0,-2.38,71,77,data/raw/IQ_Data/20260202_144735_beam1.mat,64,8,-13,-63,60.35527038574219,77,74,0,3,0,3,22.03260612487793,21.456701278686523,0.5759048461914062,64,24,-13,-47,60.563720703125,77,68,0,-3,0,3,24.726154327392578,24.184814453125,0.5413398742675781,6,0,-2.6935482025146484,"[2100.0, 2400.0)","[-4.0, -2.0)"
20260202_144735_beam2,20260202_144735,train,2,2190.0,-2.38,72,77,data/raw/IQ_Data/20260202_144735_beam2.mat,64,8,-13,-64,60.78217315673828,78,76,1,4,1,4,22.869565963745117,20.76215934753418,2.1074066162109375,64,8,-13,-64,61.79960250854492,78,76,1,4,1,4,25.869524002075195,24.622821807861328,1.2467021942138672,0,0,-2.999958038330078,"[2100.0, 2400.0)","[-4.0, -2.0)"
20260202_144735_beam3,20260202_144735,train,3,2190.0,-2.38,72,77,data/raw/IQ_Data/20260202_144735_beam3.mat,64,8,-13,-64,61.20443344116211,77,76,0,4,0,4,24.85131072998047,24.313270568847656,0.5380401611328125,64,24,-13,-48,61.72481155395508,77,76,0,4,0,4,27.462875366210938,27.077274322509766,0.3856010437011719,0,0,-2.6115646362304688,"[2100.0, 2400.0)","[-4.0, -2.0)"
20260202_144735_beam4,20260202_144735,train,4,2190.0,-2.38,72,77,data/raw/IQ_Data/20260202_144735_beam4.mat,64,8,-13,-64,61.906185150146484,77,72,0,0,0,0,17.15022850036621,17.15022850036621,0.0,64,8,-13,-64,61.1806526184082,77,71,0,-1,0,1,20.001548767089844,18.99553680419922,1.006011962890625,1,0,-2.851320266723633,"[2100.0, 2400.0)","[-4.0, -2.0)"
20260202_144751_beam1,20260202_144751,train,1,2160.0,-4.75,71,90,data/raw/IQ_Data/20260202_144751_beam1.mat,64,8,-26,-63,60.35540008544922,90,70,0,-1,0,1,29.379669189453125,29.272056579589844,0.10761260986328125,64,8,-26,-63,59.882469177246094,90,68,0,-3,0,3,22.889198303222656,22.314271926879883,0.5749263763427734,2,0,6.490470886230469,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144751_beam2,20260202_144751,train,2,2160.0,-4.75,71,90,data/raw/IQ_Data/20260202_144751_beam2.mat,64,24,-26,-47,62.28792190551758,90,70,0,-1,0,1,34.68560791015625,34.573699951171875,0.111907958984375,64,8,-26,-63,61.79927062988281,90,72,0,1,0,1,28.170642852783203,27.788341522216797,0.38230133056640625,-2,0,6.514965057373047,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144751_beam3,20260202_144751,train,3,2160.0,-4.75,71,90,data/raw/IQ_Data/20260202_144751_beam3.mat,64,24,-26,-47,62.56609344482422,90,74,0,3,0,3,33.8502197265625,33.63581085205078,0.21440887451171875,64,8,-26,-63,61.0761604309082,90,72,0,1,0,1,27.525577545166016,27.157459259033203,0.3681182861328125,2,0,6.324642181396484,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144751_beam4,20260202_144751,train,4,2160.0,-4.75,71,90,data/raw/IQ_Data/20260202_144751_beam4.mat,64,8,-26,-63,61.9071159362793,90,74,0,3,0,3,27.0970458984375,26.489717483520508,0.6073284149169922,64,8,-26,-63,61.180389404296875,90,72,0,1,0,1,20.9201602935791,20.624330520629883,0.29582977294921875,2,0,6.176885604858398,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144751_beam5,20260202_144751,train,5,2160.0,-4.75,71,90,data/raw/IQ_Data/20260202_144751_beam5.mat,64,8,-26,-63,54.823699951171875,90,74,0,3,0,3,16.038604736328125,14.52440357208252,1.5142011642456055,64,8,-26,-63,55.59930419921875,90,67,0,-4,0,4,11.962522506713867,10.314933776855469,1.6475887298583984,7,0,4.076082229614258,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144800_beam1,20260202_144800,train,1,2100.0,-5.48,69,94,data/raw/IQ_Data/20260202_144800_beam1.mat,64,24,-30,-45,62.46684265136719,94,68,0,-1,0,1,15.33231258392334,13.581856727600098,1.7504558563232422,64,24,-30,-45,61.894874572753906,94,65,0,-4,0,4,23.632375717163086,22.801048278808594,0.8313274383544922,3,0,-8.300063133239746,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144800_beam2,20260202_144800,train,2,2100.0,-5.48,69,94,data/raw/IQ_Data/20260202_144800_beam2.mat,64,24,-30,-45,63.920249938964844,94,65,0,-4,0,4,21.167116165161133,20.770599365234375,0.3965167999267578,64,24,-30,-45,62.964988708496094,94,65,0,-4,0,4,29.81259536743164,29.071998596191406,0.7405967712402344,0,0,-8.645479202270508,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144800_beam3,20260202_144800,train,3,2100.0,-5.48,69,94,data/raw/IQ_Data/20260202_144800_beam3.mat,64,24,-30,-45,63.60602569580078,94,65,0,-4,0,4,21.38494873046875,21.154617309570312,0.2303314208984375,64,24,-30,-45,62.66495132446289,94,65,0,-4,0,4,29.77814483642578,29.03903579711914,0.7391090393066406,0,0,-8.393196105957031,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144800_beam4,20260202_144800,train,4,2100.0,-5.48,69,94,data/raw/IQ_Data/20260202_144800_beam4.mat,64,8,-30,-61,61.90754699707031,94,68,0,-1,0,1,15.739238739013672,14.674090385437012,1.0651483535766602,64,8,-30,-61,61.18357849121094,94,73,0,4,0,4,22.911514282226562,21.55434799194336,1.3571662902832031,-5,0,-7.172275543212891,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144808_beam1,20260202_144808,train,1,2040.0,-5.48,67,94,data/raw/IQ_Data/20260202_144808_beam1.mat,64,8,-30,-59,60.35633850097656,95,70,1,3,1,3,15.890212059020996,12.031665802001953,3.858546257019043,64,8,-30,-59,59.88471603393555,95,63,1,-4,1,4,15.651052474975586,12.226009368896484,3.4250431060791016,7,0,0.23915958404541016,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_144808_beam2,20260202_144808,train,2,2040.0,-5.66,67,95,data/raw/IQ_Data/20260202_144808_beam2.mat,64,8,-31,-59,60.784114837646484,95,70,0,3,0,3,22.797752380371094,22.393009185791016,0.4047431945800781,64,8,-31,-59,61.801536560058594,95,65,0,-2,0,2,22.51941680908203,22.10746955871582,0.41194725036621094,5,0,0.2783355712890625,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_144808_beam3,20260202_144808,train,3,2040.0,-5.66,67,95,data/raw/IQ_Data/20260202_144808_beam3.mat,64,8,-31,-59,61.206825256347656,95,65,0,-2,0,2,23.81002426147461,23.684280395507812,0.12574386596679688,64,8,-31,-59,61.07915496826172,95,70,0,3,0,3,23.47764778137207,23.119905471801758,0.3577423095703125,-5,0,0.33237648010253906,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_144808_beam4,20260202_144808,train,4,2070.0,-5.66,68,95,data/raw/IQ_Data/20260202_144808_beam4.mat,64,8,-31,-60,61.908321380615234,95,66,0,-2,0,2,18.908130645751953,18.057056427001953,0.85107421875,64,8,-31,-60,61.18058776855469,95,70,0,2,0,2,18.987651824951172,18.333145141601562,0.6545066833496094,-4,0,-0.07952117919921875,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_144816_beam1,20260202_144816,train,1,2040.0,2.56,67,50,data/raw/IQ_Data/20260202_144816_beam1.mat,64,8,14,-59,60.35629653930664,50,62,0,-5,0,5,22.566164016723633,22.036251068115234,0.5299129486083984,64,8,14,-59,59.88315200805664,50,63,0,-4,0,4,16.532554626464844,15.575485229492188,0.9570693969726562,-1,0,6.033609390258789,"[1800.0, 2100.0)","[2.0, 4.0)"
20260202_144816_beam2,20260202_144816,train,2,2010.0,2.56,66,50,data/raw/IQ_Data/20260202_144816_beam2.mat,64,8,14,-58,60.78578186035156,51,69,1,3,1,3,29.80506706237793,27.900535583496094,1.904531478881836,64,8,14,-58,61.801876068115234,51,62,1,-4,1,4,24.238815307617188,22.633594512939453,1.6052207946777344,7,0,5.566251754760742,"[1800.0, 2100.0)","[2.0, 4.0)"
20260202_144816_beam3,20260202_144816,train,3,2040.0,2.56,67,50,data/raw/IQ_Data/20260202_144816_beam3.mat,64,8,14,-59,61.20515823364258,50,62,0,-5,0,5,31.87948226928711,31.82286834716797,0.056613922119140625,64,8,14,-59,61.0783805847168,50,69,0,2,0,2,26.722614288330078,25.91480255126953,0.8078117370605469,-7,0,5.156867980957031,"[1800.0, 2100.0)","[2.0, 4.0)"
20260202_144816_beam4,20260202_144816,train,4,2010.0,2.56,66,50,data/raw/IQ_Data/20260202_144816_beam4.mat,64,8,14,-58,61.907310485839844,50,62,0,-4,0,4,27.597576141357422,26.94976043701172,0.6478157043457031,64,8,14,-58,61.18238830566406,50,69,0,3,0,3,22.652095794677734,21.293094635009766,1.3590011596679688,-7,0,4.9454803466796875,"[1800.0, 2100.0)","[2.0, 4.0)"
20260202_144816_beam5,20260202_144816,train,5,2010.0,2.56,66,50,data/raw/IQ_Data/20260202_144816_beam5.mat,64,8,14,-58,54.825077056884766,50,64,0,-2,0,2,18.011960983276367,17.102027893066406,0.9099330902099609,64,8,14,-58,55.603233337402344,50,63,0,-3,0,3,12.99872875213623,11.696144104003906,1.3025846481323242,1,0,5.013232231140137,"[1800.0, 2100.0)","[2.0, 4.0)"
20260202_144825_beam1,20260202_144825,train,1,2070.0,5.3,68,35,data/raw/IQ_Data/20260202_144825_beam1.mat,64,8,29,-60,60.356407165527344,36,72,1,4,1,4,30.551969528198242,28.663360595703125,1.8886089324951172,64,8,29,-60,59.8829345703125,36,72,1,4,1,4,27.957019805908203,25.889652252197266,2.0673675537109375,0,0,2.594949722290039,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144825_beam2,20260202_144825,train,2,2070.0,5.3,68,35,data/raw/IQ_Data/20260202_144825_beam2.mat,64,8,29,-60,60.782623291015625,36,72,1,4,1,4,37.585731506347656,35.58733367919922,1.9983978271484375,64,8,29,-60,61.8001594543457,36,72,1,4,1,4,35.180564880371094,33.105064392089844,2.07550048828125,0,0,2.4051666259765625,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144825_beam3,20260202_144825,train,3,2040.0,5.12,67,36,data/raw/IQ_Data/20260202_144825_beam3.mat,64,8,28,-59,61.20485305786133,36,72,0,5,0,5,38.39320373535156,38.05397415161133,0.3392295837402344,64,8,28,-59,61.0772705078125,36,72,0,5,0,5,36.045597076416016,35.534027099609375,0.5115699768066406,0,0,2.347606658935547,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144825_beam4,20260202_144825,train,4,2070.0,5.3,68,35,data/raw/IQ_Data/20260202_144825_beam4.mat,64,8,29,-60,61.908851623535156,36,72,1,4,1,4,30.47241973876953,28.496936798095703,1.9754829406738281,64,8,29,-60,61.18272399902344,36,72,1,4,1,4,28.05327606201172,26.222126007080078,1.8311500549316406,0,0,2.4191436767578125,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144825_beam5,20260202_144825,train,5,2040.0,5.3,67,35,data/raw/IQ_Data/20260202_144825_beam5.mat,64,8,29,-59,54.8241081237793,36,70,1,3,1,3,19.485708236694336,18.0430850982666,1.4426231384277344,64,8,29,-59,55.602447509765625,36,65,1,-2,1,2,18.498077392578125,15.569387435913086,2.928689956665039,5,0,0.9876308441162109,"[1800.0, 2100.0)","[4.0, 6.0)"
20260202_144833_beam1,20260202_144833,train,1,2100.0,5.48,69,34,data/raw/IQ_Data/20260202_144833_beam1.mat,64,8,30,-61,60.357479095458984,34,65,0,-4,0,4,28.269939422607422,27.7860050201416,0.4839344024658203,64,8,30,-61,59.884803771972656,34,65,0,-4,0,4,25.449514389038086,24.692752838134766,0.7567615509033203,0,0,2.820425033569336,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144833_beam2,20260202_144833,train,2,2100.0,5.48,69,34,data/raw/IQ_Data/20260202_144833_beam2.mat,64,8,30,-61,60.78351974487305,34,65,0,-4,0,4,36.28730392456055,35.541744232177734,0.7455596923828125,64,8,30,-61,61.80224609375,34,65,0,-4,0,4,34.121299743652344,33.46782302856445,0.6534767150878906,0,0,2.166004180908203,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144833_beam3,20260202_144833,train,3,2100.0,5.48,69,34,data/raw/IQ_Data/20260202_144833_beam3.mat,64,8,30,-61,61.20542526245117,34,65,0,-4,0,4,36.0399284362793,35.30164337158203,0.7382850646972656,64,8,30,-61,61.07838439941406,34,65,0,-4,0,4,34.06337356567383,33.35196304321289,0.7114105224609375,0,0,1.9765548706054688,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144833_beam4,20260202_144833,train,4,2100.0,5.48,69,34,data/raw/IQ_Data/20260202_144833_beam4.mat,64,8,30,-61,61.907188415527344,34,65,0,-4,0,4,29.572965621948242,28.7070369720459,0.8659286499023438,64,8,30,-61,61.181129455566406,34,65,0,-4,0,4,27.856979370117188,27.245010375976562,0.611968994140625,0,0,1.7159862518310547,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144833_beam5,20260202_144833,train,5,2100.0,5.48,69,34,data/raw/IQ_Data/20260202_144833_beam5.mat,64,8,30,-61,54.823158264160156,34,73,0,4,0,4,17.15387725830078,15.088703155517578,2.065174102783203,64,8,30,-61,55.60137176513672,34,65,0,-4,0,4,14.813291549682617,14.574499130249023,0.23879241943359375,8,0,2.340585708618164,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144841_beam1,20260202_144841,val,1,2160.0,5.3,71,35,data/raw/IQ_Data/20260202_144841_beam1.mat,64,8,29,-63,60.357269287109375,36,68,1,-3,1,3,22.436954498291016,20.92217254638672,1.5147819519042969,64,8,29,-63,59.88325119018555,36,72,1,1,1,1,20.607358932495117,18.302637100219727,2.3047218322753906,-4,0,1.8295955657958984,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144841_beam2,20260202_144841,val,2,2160.0,5.12,71,36,data/raw/IQ_Data/20260202_144841_beam2.mat,64,8,28,-63,60.78330993652344,36,72,0,1,0,1,25.282060623168945,24.51331329345703,0.7687473297119141,64,8,28,-63,61.80351257324219,36,68,0,-3,0,3,23.79352378845215,23.278358459472656,0.5151653289794922,4,0,1.4885368347167969,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144841_beam3,20260202_144841,val,3,2130.0,5.3,70,35,data/raw/IQ_Data/20260202_144841_beam3.mat,64,8,29,-62,61.20401382446289,36,72,1,2,1,2,23.748300552368164,22.44697380065918,1.3013267517089844,64,8,29,-62,61.079593658447266,36,67,1,-3,1,3,22.460132598876953,20.27755355834961,2.1825790405273438,5,0,1.288167953491211,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144841_beam4,20260202_144841,val,4,2130.0,5.12,70,36,data/raw/IQ_Data/20260202_144841_beam4.mat,64,8,28,-62,61.90594482421875,36,67,0,-3,0,3,16.940763473510742,16.57807731628418,0.3626861572265625,64,8,28,-62,61.17974090576172,36,67,0,-3,0,3,15.959582328796387,15.099626541137695,0.8599557876586914,0,0,0.9811811447143555,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144849_beam1,20260202_144849,test,1,2190.0,5.12,72,36,data/raw/IQ_Data/20260202_144849_beam1.mat,64,8,28,-64,60.35881805419922,36,76,0,4,0,4,17.289661407470703,16.174577713012695,1.1150836944580078,64,8,28,-64,59.8841552734375,36,71,0,-1,0,1,17.34849739074707,16.6506290435791,0.6978683471679688,5,0,-0.05883598327636719,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144849_beam2,20260202_144849,test,2,2190.0,5.12,72,36,data/raw/IQ_Data/20260202_144849_beam2.mat,64,8,28,-64,60.78388595581055,36,76,0,4,0,4,20.98048210144043,20.147567749023438,0.8329143524169922,64,8,28,-64,61.80213165283203,36,70,0,-2,0,2,21.518596649169922,20.714197158813477,0.8043994903564453,6,0,-0.5381145477294922,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144849_beam3,20260202_144849,test,3,2190.0,5.12,72,36,data/raw/IQ_Data/20260202_144849_beam3.mat,64,8,28,-64,61.20661163330078,36,68,0,-4,0,4,18.799884796142578,18.250001907348633,0.5498828887939453,64,8,28,-64,61.077327728271484,36,70,0,-2,0,2,19.986019134521484,18.50223731994629,1.4837818145751953,-2,0,-1.1861343383789062,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144849_beam4,20260202_144849,test,4,2220.0,5.12,73,36,data/raw/IQ_Data/20260202_144849_beam4.mat,64,8,28,-65,61.90851593017578,36,68,0,-5,0,5,11.236970901489258,11.207988739013672,0.028982162475585938,64,8,28,-65,61.17892837524414,36,74,0,1,0,1,13.167451858520508,10.445832252502441,2.7216196060180664,-6,0,-1.93048095703125,"[2100.0, 2400.0)","[4.0, 6.0)"
20260202_144857_beam1,20260202_144857,train,1,2220.0,-3.11,73,81,data/raw/IQ_Data/20260202_144857_beam1.mat,64,8,-17,-65,60.35707473754883,81,68,0,-5,0,5,17.896425247192383,16.08343505859375,1.8129901885986328,64,8,-17,-65,59.883750915527344,81,76,0,3,0,3,14.43106746673584,13.00196647644043,1.4291009902954102,-8,0,3.465357780456543,"[2100.0, 2400.0)","[-4.0, -2.0)"
20260202_144857_beam2,20260202_144857,train,2,2190.0,-3.11,72,81,data/raw/IQ_Data/20260202_144857_beam2.mat,64,8,-17,-64,60.78319549560547,81,68,0,-4,0,4,21.431716918945312,20.627758026123047,0.8039588928222656,64,8,-17,-64,61.80171203613281,81,68,0,-4,0,4,18.30152702331543,17.789525985717773,0.5120010375976562,0,0,3.130189895629883,"[2100.0, 2400.0)","[-4.0, -2.0)"
20260202_144857_beam3,20260202_144857,train,3,2220.0,-3.11,73,81,data/raw/IQ_Data/20260202_144857_beam3.mat,64,8,-17,-65,61.20478057861328,81,68,0,-5,0,5,19.373193740844727,18.00393295288086,1.3692607879638672,64,8,-17,-65,61.07795715332031,81,71,0,-2,0,2,16.433170318603516,16.08419418334961,0.34897613525390625,-3,0,2.940023422241211,"[2100.0, 2400.0)","[-4.0, -2.0)"
20260202_144857_beam4,20260202_144857,train,4,2190.0,-3.11,72,81,data/raw/IQ_Data/20260202_144857_beam4.mat,64,8,-17,-64,61.905635833740234,81,68,0,-4,0,4,12.956600189208984,12.085455894470215,0.8711442947387695,64,8,-17,-64,61.18090057373047,81,69,0,-3,0,3,9.15146255493164,7.3667402267456055,1.7847223281860352,-1,0,3.8051376342773438,"[2100.0, 2400.0)","[-4.0, -2.0)"
20260202_144906_beam1,20260202_144906,val,1,2130.0,-5.66,70,95,data/raw/IQ_Data/20260202_144906_beam1.mat,64,8,-31,-62,60.3581657409668,95,67,0,-3,0,3,16.712162017822266,16.491811752319336,0.2203502655029297,64,8,-31,-62,59.88277816772461,95,68,0,-2,0,2,12.334587097167969,10.436562538146973,1.898024559020996,-1,0,4.377574920654297,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144906_beam2,20260202_144906,val,2,2130.0,-5.66,70,95,data/raw/IQ_Data/20260202_144906_beam2.mat,64,8,-31,-62,60.78588104248047,95,75,0,5,0,5,20.829994201660156,20.571910858154297,0.2580833435058594,64,8,-31,-62,61.80121612548828,95,68,0,-2,0,2,15.914417266845703,15.033069610595703,0.88134765625,7,0,4.915576934814453,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144906_beam3,20260202_144906,val,3,2130.0,-5.66,70,95,data/raw/IQ_Data/20260202_144906_beam3.mat,64,8,-31,-62,61.207069396972656,95,71,0,1,0,1,19.508472442626953,19.272777557373047,0.23569488525390625,64,8,-31,-62,61.07704544067383,95,75,0,5,0,5,14.943161964416504,13.408614158630371,1.5345478057861328,-4,0,4.565310478210449,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144906_beam4,20260202_144906,val,4,2130.0,-5.66,70,95,data/raw/IQ_Data/20260202_144906_beam4.mat,64,8,-31,-62,61.907447814941406,95,67,0,-3,0,3,13.147002220153809,12.389455795288086,0.7575464248657227,64,8,-31,-62,61.18141555786133,95,75,0,5,0,5,9.4800386428833,6.073529243469238,3.4065093994140625,-8,0,3.666963577270508,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144914_beam1,20260202_144914,train,1,2130.0,-5.85,70,96,data/raw/IQ_Data/20260202_144914_beam1.mat,64,8,-32,-62,60.35750961303711,96,67,0,-3,0,3,12.77754020690918,11.512045860290527,1.2654943466186523,64,8,-32,-62,59.883609771728516,96,67,0,-3,0,3,9.54262924194336,4.681753635406494,4.860875606536865,0,0,3.2349109649658203,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144914_beam2,20260202_144914,train,2,2100.0,-5.85,69,96,data/raw/IQ_Data/20260202_144914_beam2.mat,64,8,-32,-61,60.78546905517578,96,65,0,-4,0,4,17.786558151245117,16.14580726623535,1.6407508850097656,64,8,-32,-61,61.80324172973633,96,65,0,-4,0,4,15.017406463623047,13.036462783813477,1.9809436798095703,0,0,2.7691516876220703,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144914_beam3,20260202_144914,train,3,2100.0,-5.85,69,96,data/raw/IQ_Data/20260202_144914_beam3.mat,64,8,-32,-61,61.206268310546875,96,65,0,-4,0,4,17.29232406616211,15.62158489227295,1.6707391738891602,64,8,-32,-61,61.078857421875,96,65,0,-4,0,4,15.033252716064453,12.563929557800293,2.46932315826416,0,0,2.2590713500976562,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144914_beam4,20260202_144914,train,4,2130.0,-5.85,70,96,data/raw/IQ_Data/20260202_144914_beam4.mat,64,8,-32,-62,61.906639099121094,96,67,0,-3,0,3,11.818687438964844,10.081957817077637,1.736729621887207,64,8,-32,-62,61.1795768737793,96,71,0,1,0,1,10.100541114807129,7.212719440460205,2.887821674346924,-4,0,1.7181463241577148,"[2100.0, 2400.0)","[-6.0, -4.0)"
20260202_144922_beam1,20260202_144922,train,1,2040.0,-4.75,67,90,data/raw/IQ_Data/20260202_144922_beam1.mat,64,26,-26,-41,60.65797424316406,90,66,0,-1,0,1,19.949726104736328,18.979427337646484,0.9702987670898438,64,24,-26,-43,62.44715118408203,90,64,0,-3,0,3,22.37863540649414,21.22095489501953,1.1576805114746094,2,0,-2.4289093017578125,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_144922_beam2,20260202_144922,train,2,2070.0,-4.57,68,89,data/raw/IQ_Data/20260202_144922_beam2.mat,64,24,-25,-44,60.930511474609375,90,72,1,4,1,4,31.303407669067383,29.075634002685547,2.227773666381836,64,8,-25,-60,61.799560546875,90,72,1,4,1,4,33.77850341796875,31.622133255004883,2.156370162963867,0,0,-2.475095748901367,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_144922_beam3,20260202_144922,train,3,2070.0,-4.75,68,90,data/raw/IQ_Data/20260202_144922_beam3.mat,64,8,-26,-60,61.20401382446289,90,72,0,4,0,4,31.94060516357422,31.377336502075195,0.5632686614990234,64,8,-26,-60,61.07588195800781,90,72,0,4,0,4,34.36149978637695,33.751853942871094,0.6096458435058594,0,0,-2.4208946228027344,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_144922_beam4,20260202_144922,train,4,2070.0,-4.75,68,90,data/raw/IQ_Data/20260202_144922_beam4.mat,64,8,-26,-60,61.9051513671875,90,72,0,4,0,4,26.581533432006836,25.982891082763672,0.5986423492431641,64,8,-26,-60,61.17992401123047,90,72,0,4,0,4,28.860950469970703,28.160892486572266,0.7000579833984375,0,0,-2.279417037963867,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_144922_beam5,20260202_144922,train,5,2070.0,-4.57,68,89,data/raw/IQ_Data/20260202_144922_beam5.mat,64,8,-25,-60,54.82001495361328,90,72,1,4,1,4,15.995573997497559,13.554479598999023,2.441094398498535,64,8,-25,-60,55.59977722167969,90,64,1,-4,1,4,18.20119857788086,15.635222434997559,2.565976142883301,8,0,-2.205624580383301,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_144931_beam1,20260202_144931,val,1,2040.0,-4.75,67,90,data/raw/IQ_Data/20260202_144931_beam1.mat,64,8,-26,-59,60.35710906982422,90,67,0,0,0,0,12.323274612426758,12.323274612426758,0.0,64,8,-26,-59,59.88393783569336,90,68,0,1,0,1,16.94873046875,16.260480880737305,0.6882495880126953,-1,0,-4.625455856323242,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_144931_beam2,20260202_144931,val,2,2040.0,-4.75,67,90,data/raw/IQ_Data/20260202_144931_beam2.mat,64,8,-26,-59,60.78410720825195,90,67,0,0,0,0,19.742937088012695,19.742937088012695,0.0,64,24,-26,-43,62.39618682861328,90,69,0,2,0,2,24.49538230895996,23.818872451782227,0.6765098571777344,-2,0,-4.752445220947266,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_144931_beam3,20260202_144931,val,3,2010.0,-4.75,66,90,data/raw/IQ_Data/20260202_144931_beam3.mat,64,8,-26,-58,61.20645523071289,90,64,0,-2,0,2,16.45918083190918,15.679387092590332,0.7797937393188477,64,8,-26,-58,61.07868957519531,90,67,0,1,0,1,22.76076889038086,22.42397117614746,0.33679771423339844,-3,0,-6.30158805847168,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_144931_beam4,20260202_144931,val,4,2040.0,-4.75,67,90,data/raw/IQ_Data/20260202_144931_beam4.mat,64,8,-26,-59,61.90666580200195,90,69,0,2,0,2,16.620067596435547,16.260982513427734,0.3590850830078125,64,8,-26,-59,61.18141555786133,90,69,0,2,0,2,21.71471405029297,20.843509674072266,0.8712043762207031,0,0,-5.094646453857422,"[1800.0, 2100.0)","[-6.0, -4.0)"
20260202_144939_beam1,20260202_144939,train,1,2010.0,3.11,66,47,data/raw/IQ_Data/20260202_144939_beam1.mat,64,26,17,-40,62.867042541503906,47,62,0,-4,0,4,24.754310607910156,23.762874603271484,0.9914360046386719,64,24,17,-42,60.80171203613281,47,67,0,1,0,1,20.009098052978516,19.003469467163086,1.0056285858154297,-5,0,4.745212554931641,"[1800.0, 2100.0)","[2.0, 4.0)"
20260202_144939_beam2,20260202_144939,train,2,2010.0,3.11,66,47,data/raw/IQ_Data/20260202_144939_beam2.mat,64,26,17,-40,61.45494079589844,47,62,0,-4,0,4,32.63835525512695,32.25408172607422,0.3842735290527344,64,8,17,-58,61.80311584472656,47,67,0,1,0,1,27.977550506591797,27.72260856628418,0.2549419403076172,-5,0,4.660804748535156,"[1800.0, 2100.0)","[2.0, 4.0)"
20260202_144939_beam3,20260202_144939,train,3,2010.0,3.11,66,47,data/raw/IQ_Data/20260202_144939_beam3.mat,64,24,17,-42,61.811832427978516,47,68,0,2,0,2,34.79951477050781,34.53384017944336,0.2656745910644531,64,24,17,-42,61.188026428222656,47,68,0,2,0,2,30.10851287841797,29.95840072631836,0.15011215209960938,0,0,4.691001892089844,"[1800.0, 2100.0)","[2.0, 4.0)"
